55.7204,21.1199,Lithuania
55.9203,21.071,Lithuania
55.3086,20.9965,Lithuania
55.8888,21.2445,Lithuania
55.2522,22.2897,Lithuania
55.3453,21.4733,Lithuania
55.7271,21.9234,Lithuania
55.9077,21.8456,Lithuania
55.4898,22.1869,Lithuania
55.5968,26.4398,Lithuania
55.7322,26.2512,Lithuania
55.3406,26.1605,Lithuania
55.4976,25.5992,Lithuania
55.133,26.1595,Lithuania
55.9587,25.5947,Lithuania
55.2247,25.4169,Lithuania
54.3086,25.3868,Lithuania
54.6834,25.3166,Lithuania
55.8401,24.9803,Lithuania
54.6399,24.936,Lithuania
56.1986,24.7521,Lithuania
55.5246,25.1066,Lithuania
55.9831,22.2343,Lithuania
55.6301,22.9349,Lithuania
54.5599,23.3541,Lithuania
54.2333,23.5147,Lithuania
54.9534,23.0478,Lithuania
55.8111,23.5411,Lithuania
55.9386,23.325,Lithuania
54.6048,24.0311,Lithuania
54.0157,23.987,Lithuania
55.2878,23.9727,Lithuania
54.3964,24.0414,Lithuania
54.636,23.9458,Lithuania
54.7863,24.6626,Lithuania
54.9504,23.88,Lithuania
55.0801,24.2754,Lithuania
54.8653,24.4682,Lithuania
55.74,24.37,Lithuania
56.2394,23.6154,Lithuania
54.7497,23.495,Lithuania
54.648,23.0305,Lithuania
56.0625,24.3997,Lithuania
55.9789,23.8551,Lithuania
55.3797,23.1239,Lithuania
55.1379,21.9138,Lithuania
55.0756,22.7642,Lithuania
54.4172,23.2283,Lithuania
55.044,24.9545,Lithuania
56.2706,21.5321,Lithuania
56.3122,22.3265,Lithuania
56.25,22.75,Lithuania
55.2494,24.7636,Lithuania
54.2155,24.5754,Lithuania
49.645,5.9908,Luxembourg
49.4958,5.9806,Luxembourg
49.545,6.3669,Luxembourg
49.8056,6.4222,Luxembourg
49.7489,6.1061,Luxembourg
49.7656,5.8908,Luxembourg
49.935,6.2089,Luxembourg
49.9689,5.9319,Luxembourg
50.0547,6.0314,Luxembourg
49.8833,6.1667,Luxembourg
49.7,6.3333,Luxembourg
49.6117,6.13,Luxembourg
56.4611,22.9028,Latvia
55.88,26.51,Latvia
56.4833,25.85,Latvia
57.7531,24.359,Latvia
57.3899,21.5606,Latvia
57.505,22.3504,Latvia
56.6132,25.0832,Latvia
56.2044,25.3077,Latvia
56.9801,21.564,Latvia
56.969,21.968,Latvia
56.8898,21.1817,Latvia
56.9419,23.9137,Latvia
57.0705,24.3371,Latvia
57.0389,22.7724,Latvia
57.5015,22.8088,Latvia
57.1293,24.2842,Latvia
57.0449,24.4195,Latvia
57.2599,24.4189,Latvia
56.9533,23.3387,Latvia
57.3364,23.1235,Latvia
57.2465,22.5876,Latvia
56.9567,23.7233,Latvia
56.9032,24.0467,Latvia
56.9363,24.3039,Latvia
56.386,28.1218,Latvia
56.5396,27.7189,Latvia
56.0961,27.5328,Latvia
56.9439,27.644,Latvia
56.5498,27.8837,Latvia
56.7874,27.6732,Latvia
56.95,24.1,Latvia
55.8969,27.172,Latvia
57.513,24.724,Latvia
56.294,26.7248,Latvia
56.1984,26.5081,Latvia
55.9779,26.2978,Latvia
56.3456,21.0646,Latvia
56.4079,24.1944,Latvia
57.1843,27.6719,Latvia
56.3567,26.1761,Latvia
57.4216,27.0466,Latvia
56.7314,23.0125,Latvia
56.6789,22.5694,Latvia
57.0033,27.1337,Latvia
56.3403,26.7999,Latvia
56.5505,26.9298,Latvia
56.6091,26.7547,Latvia
57.5394,26.694,Latvia
56.851,26.2184,Latvia
57.1775,26.0284,Latvia
56.9043,26.7161,Latvia
57.1734,26.7527,Latvia
57.1287,27.27,Latvia
56.1615,25.7482,Latvia
56.3465,25.5581,Latvia
56.9675,26.3076,Latvia
56.7455,24.725,Latvia
57.0618,25.8179,Latvia
57.4242,25.9017,Latvia
57.2433,25.2803,Latvia
57.3091,25.2761,Latvia
56.8988,25.6429,Latvia
57.7767,26.0118,Latvia
56.5358,21.1747,Latvia
57.6269,25.6919,Latvia
57.4731,25.4917,Latvia
57.8619,25.0547,Latvia
57.7672,24.8774,Latvia
57.6949,25.275,Latvia
56.6516,25.4364,Latvia
56.6029,25.2636,Latvia
56.6485,25.1195,Latvia
56.7445,24.4008,Latvia
56.6061,24.5223,Latvia
56.5047,25.7618,Latvia
56.6177,25.7194,Latvia
56.51,21.01,Latvia
57.8961,25.3342,Latvia
57.8842,25.458,Latvia
56.5797,21.3338,Latvia
57.3337,25.6085,Latvia
56.7211,21.6016,Latvia
57.5198,25.3404,Latvia
57.5387,25.4257,Latvia
57.1538,24.8595,Latvia
57.3115,25.3571,Latvia
56.8113,24.6113,Latvia
57.1821,24.7056,Latvia
57.1534,24.6433,Latvia
56.9747,24.6329,Latvia
56.4458,21.5939,Latvia
56.5977,24.2076,Latvia
56.164,21.1627,Latvia
56.4181,24.0162,Latvia
56.861,24.3498,Latvia
56.834,24.4968,Latvia
56.7213,24.8062,Latvia
57.0987,24.6863,Latvia
57.0101,24.9578,Latvia
56.7947,23.9358,Latvia
56.8296,24.2318,Latvia
57.2379,25.0436,Latvia
57.3708,25.0324,Latvia
56.6527,23.7128,Latvia
56.6775,22.0165,Latvia
56.4185,21.8541,Latvia
56.6666,22.4935,Latvia
56.9676,23.1555,Latvia
56.4798,23.3902,Latvia
56.6237,23.2751,Latvia
56.5,27.3166,Latvia
56.1327,27.0068,Latvia
56.6899,23.7761,Latvia
19.4549,0.8564,Mali
12.65,-8,Mali
18.4411,1.4078,Mali
16.9004,-0.35,Mali
14.49,-4.18,Mali
16.2666,-0.05,Mali
12.617,-11.4066,Mali
12.8833,-7.55,Mali
11.3204,-5.68,Mali
18.9,-3.53,Mali
13.44,-6.26,Mali
16.7666,-3.0166,Mali
13.6704,-6.07,Mali
22.6666,-3.9834,Mali
14.45,-11.44,Mali
14.7337,-6.1333,Mali
13.0504,-9.4833,Mali
15.18,-7.28,Mali
12.7504,-8.08,Mali
11.9404,-8.44,Mali
13.3004,-4.9,Mali
11.4204,-7.49,Mali
12.3904,-5.47,Mali
13.9,-4.55,Mali
15.1337,-10.5666,Mali
13.8004,-10.82,Mali
15.2304,-9.59,Mali
16.417,-3.6666,Mali
15.9167,2.4,Mali
20.2014,1.0888,Mali
13.5504,-7.45,Mali
35.8258,14.5269,Malta
35.8669,14.5619,Malta
35.8419,14.5431,Malta
35.8422,14.4853,Malta
35.8947,14.495,Malta
35.8558,14.5331,Malta
35.8897,14.4425,Malta
35.9306,14.4764,Malta
35.8719,14.4411,Malta
35.8992,14.4944,Malta
35.9125,14.5019,Malta
36.0556,14.2036,Malta
35.8461,14.4672,Malta
35.8869,14.4025,Malta
36.0361,14.3094,Malta
35.8933,14.3989,Malta
35.8311,14.4742,Malta
35.8492,14.5031,Malta
36.0244,14.2428,Malta
35.8997,14.5147,Malta
35.8761,14.535,Malta
35.8589,14.4886,Malta
35.8783,14.4719,Malta
35.9206,14.3664,Malta
35.9483,14.4006,Malta
35.8347,14.4583,Malta
36.03,14.2333,Malta
35.8847,14.4844,Malta
35.9136,14.4436,Malta
35.8489,14.5167,Malta
36.0578,14.2264,Malta
36.0444,14.2397,Malta
35.9092,14.4522,Malta
35.9242,14.4519,Malta
35.8614,14.3822,Malta
35.8556,14.4364,Malta
36.0328,14.2581,Malta
35.9006,14.4464,Malta
35.8331,14.4847,Malta
35.8875,14.5169,Malta
36.05,14.2644,Malta
35.8856,14.5475,Malta
36.0722,14.2358,Malta
35.9058,14.4881,Malta
35.8925,14.4828,Malta
35.8892,14.5328,Malta
36.0419,14.2267,Malta
35.9564,14.3622,Malta
35.9092,14.4256,Malta
36.0378,14.2942,Malta
35.8731,14.4989,Malta
35.8822,14.3981,Malta
35.8792,14.4953,Malta
35.9197,14.4844,Malta
35.9056,14.4761,Malta
36.0431,14.2172,Malta
35.8908,14.4742,Malta
35.9225,14.48,Malta
35.8658,14.515,Malta
35.9003,14.455,Malta
35.8922,14.5183,Malta
35.8972,14.4611,Malta
35.8856,14.5275,Malta
35.8703,14.5133,Malta
35.8958,14.5083,Malta
36.0375,14.2361,Malta
36.0264,14.285,Malta
36.06,14.2089,Malta
